name,npsn,level,status,accreditation,district,address,latitude,longitude
SMP NEGERI 1 GEMBONG,20338983,SMP,NEGERI,A,Gembong,Jln Raya Pati Gembong Km 11,-6.7071,110.9603
SMPQT AS-SALAFIYAH,70010854,SMP,SWASTA,A,Gembong,"RT. 03 RW. 03, Desa Bageng",-6.6877,110.9391
MI BID`UL ULUM,69726202,SD,SWASTA,B,Tlogowungu,SUMBERMULYO 05/1 TLOGOWUNGU PATI,-6.6649,110.9971
MI DARUSSALAM,69726220,SD,SWASTA,A,Tlogowungu,Dukuh Sambikerep RT 003/03,-6.6899,111.0168
MI KHOIRIYAH GUWO,60729488,SD,SWASTA,B,Tlogowungu,DESA GUWO,-6.6763,110.985
MI MASLAKUL HUDA,69726200,SD,SWASTA,B,Tlogowungu,GUNUNGSARI RT01/01,-6.716,110.9507
MI Matholi`ul Huda,69819560,SD,SWASTA,B,Tlogowungu,RT 01/ 05 Desa Suwatu,-6.7046,111.0299
MI MATHOLI`UN NAJAH,69727496,SD,SWASTA,B,Tlogowungu,DS.TLOGOSARI KEC TLOGOWUNGU,-6.7192,111.0088
MI MIFTAHUL ULUM,69727499,SD,SWASTA,B,Tlogowungu,DS.CABAK KEC TLGOWUNGU,-6.719,110.986
MI MUHAMMADIYAH,69725319,SD,SWASTA,A,Tlogowungu,JLN. NUSA INDAH,-6.704015,111.010431
MI NABAUL ULUM,69727495,SD,SWASTA,A,Tlogowungu,Desa Wonorejo RT 2 RW 1 Kecamatan Tlogowungu Kabupaten PAti,-6.7088,111.0439
MI NDHOLO KUSUMO,69927958,SD,SWASTA,B,Tlogowungu,Jl. Tlogosari - Tlogowungu Rt 05 Rw 01,-6.6599,111.0234
MI NURUL ISLAM,69726201,SD,SWASTA,B,Tlogowungu,DS.SUMBERMULYO TLOGOWUNGU,-6.6613,111.0008
MI SALAFIYAH,60729487,SD,SWASTA,A,Tlogowungu,DESA TAJUNGSARI,-6.6528,110.9844
MI SALAFIYAH LAHAR,60730248,SD,SWASTA,A,Tlogowungu,JL RAYA TLOGOWUNGU PATI KM 07 DESA LAHAR KEC TLOGOWUNGU KAB PATI,-6.7021,111.0087
MI TARBIYATUL ULUM,60729489,SD,SWASTA,A,Tlogowungu,RANDU GUNTING TAJUNGSARI TLOGOWUNGU PATI RT 05/04,-6.643473,110.974875
MTS ASY`ARIYAH,20364113,SD,SWASTA,B,Tlogowungu,TAJUNGSARI,-6.643,110.9743
MTS DAARUL `ULUM,20364115,SD,SWASTA,A,Tlogowungu,JL. PATI TLOGOWUNGU KM.3 SANI,-6.723,111.0151
MTS KHOIRIYAH GUWO,20364117,SD,SWASTA,B,Tlogowungu,JL. TLOGOWUNGU GUNUNGROWO,-6.6832,110.9873
MTS MASLAKUL HUDA,20364116,SD,SWASTA,B,Tlogowungu,JL. TLOGOWUNGU GUNUNGWUNGKAL KM 17 GUNUNGSARI,-6.6161,110.9523
MTS MATHOLI`UL HUDA,69725800,SD,SWASTA,B,Tlogowungu,DS.SUWATU KEC TLOGOWUNGU,-6.6519,111.0121
MTS MATHOLI`UN NAJAH,20364112,SD,SWASTA,B,Tlogowungu,TLOGOSARI,-6.6643,111.0088
MTS MIFTAHUL ULUM,20364114,SD,SWASTA,B,Tlogowungu,CABAK RT 03/2 TLOGOWUNGU PATI,-6.6266,110.9862
MTS NABA`UL ULUM,20364109,SD,SWASTA,B,Tlogowungu,"JL. BAPOH TLOGOWUNGU KM.1,5",-6.7077,111.0445
MTS NURUL ISLAM,20364111,SD,SWASTA,B,Tlogowungu,RT 04 RW 2,-6.6632,111.004
MTS SALAFIYAH LAHAR,20364110,SD,SWASTA,A,Tlogowungu,LAHAR,-6.6489,110.9986
SD IT AL - IKHLAS,69762661,SD,SWASTA,B,Tlogowungu,DESA TLOGOREJO,-6.7063,111.0168
SD NEGERI CABAK 01,20316994,SD,NEGERI,A,Tlogowungu,Cabak,-6.6287,110.994
SD NEGERI CABAK 03,20317014,SD,NEGERI,B,Tlogowungu,Desa Cabak RT 02 RW 04,-6.6772,110.9825
SD NEGERI GUWO 03,20317227,SD,NEGERI,A,Tlogowungu,Ds. Guwo RT. 02 RW. 02,-6.6839,110.9828
SD NEGERI JATIURIP 01,20317098,SD,NEGERI,B,Tlogowungu,Sumbermulyo,-6.6635,111.0025
SD NEGERI KLUMPIT,20316363,SD,NEGERI,C,Tlogowungu,Jl Tlogowungu - Gunungwungkal Km 18,-6.6155,110.9542
SD NEGERI LAHAR 02,20316380,SD,NEGERI,A,Tlogowungu,Lahar,-6.708,110.9943
SD NEGERI PANGONAN 01,20316107,SD,NEGERI,A,Tlogowungu,"Jl.Raya Tlogowungu - Gunungwungkal Km.17,5",-6.6218,110.9509
SD NEGERI PANGONAN 02,20316106,SD,NEGERI,B,Tlogowungu,Gunungsari RT 01 RW 05,-6.6298,110.9565
SD NEGERI PURWOSARI 02,20316181,SD,NEGERI,A,Tlogowungu,"Jl.tlogowungu Gn.rowo Km.1,5",-6.6999,111.0026
SD NEGERI REGALOH 02,20316177,SD,NEGERI,A,Tlogowungu,Ds. Regaloh RT. 02 RW. 03,-6.7005,111.0213
SD NEGERI SAMBIREJO 01,20316187,SD,NEGERI,A,Tlogowungu,Jl Tlogowungu-bapoh Km 2,-6.7093,111.0322
SD NEGERI SAMBIREJO 02,20316203,SD,NEGERI,A,Tlogowungu,Jl Tlogowungu-Bapoh Km 02,-6.7085,111.0282
SD NEGERI SUWATU,20316657,SD,NEGERI,A,Tlogowungu,Ds.Suwatu RT 02 / RW 02,-6.6306,111.0086
SD NEGERI TAJUNGSARI 01,20316675,SD,NEGERI,A,Tlogowungu,Tajungsari,-6.6431,110.9766
SD NEGERI TAJUNGSARI 02,20316674,SD,NEGERI,A,Tlogowungu,Tajungsari,-6.6219,110.964
SD NEGERI TAMANSARI 02,20316652,SD,NEGERI,A,Tlogowungu,Jl  Raya Pati Tlogowungu Km 5,-6.7191,111.0167
SD NEGERI TAMANSARI 03,20316651,SD,NEGERI,B,Tlogowungu,Tamansari,-6.72,111.0127
SD NEGERI TLOGOSARI 01,20340708,SD,NEGERI,B,Tlogowungu,Dukuh Joga,-6.6565,111.0127
SD NEGERI TLOGOSARI 03,20316640,SD,NEGERI,A,Tlogowungu,Tlogosari,-6.6841,111.0245
SD NEGERI TLOGOWUNGU 01,20316639,SD,NEGERI,A,Tlogowungu,Jl Raya Pati Tlogowungu Km 7,-6.7073,111.0143
